customer_id,age,income,occupation,gender,marital_status,family_size,residential_area
CUST0447,27,94293.65816590577,Professional,Other,Married,1,Suburban
CUST0448,26,83588.66896792795,Professional,F,Single,1,Urban
CUST0449,41,112370.46496807382,Others,M,Married,2,Suburban
CUST0450,28,49145.3009070394,Self-employed,M,Single,1,Suburban
CUST0451,20,43206.3522065811,Service,F,Single,1,Urban
CUST0452,63,116688.3302140674,Self-employed,F,Married,3,Urban
CUST0453,31,88343.75591137882,Self-employed,F,Single,1,Urban
CUST0454,27,38317.95176239004,Professional,F,Single,1,Urban
CUST0455,18,48447.59881827794,Student,F,Single,1,Urban
CUST0456,45,158746.69793408914,Self-employed,F,Single,1,Urban
CUST0457,23,92454.40185521552,Student,F,Single,1,Urban
CUST0458,35,67559.54384532874,Professional,M,Single,1,Urban
CUST0459,46,52928.68007628849,Professional,Other,Married,1,Rural
CUST0460,23,46465.08944628442,Service,F,Single,1,Rural
CUST0461,35,63074.72574185851,Professional,M,Single,1,Suburban
CUST0462,53,52896.91286480517,Self-employed,F,Married,5,Rural
CUST0463,18,105500.13191896393,Student,F,Single,1,Suburban
CUST0464,25,108526.69938724428,Professional,F,Single,1,Urban
CUST0465,24,43790.779788336426,Self-employed,F,Single,1,Suburban
CUST0466,32,160736.16508724357,Professional,M,Married,3,Suburban
CUST0467,34,61750.95868329401,Student,Other,Single,1,Urban
CUST0468,22,66176.43037752068,Student,F,Single,1,Urban
CUST0469,27,57523.90679061982,Professional,F,Married,3,Rural
CUST0470,25,45405.93618381296,Service,M,Single,1,Urban
CUST0471,30,61837.40589234454,Student,M,Married,5,Suburban
CUST0472,37,42174.67196501417,Service,F,Married,4,Urban
CUST0473,45,70774.75393338407,Professional,M,Married,5,Urban
CUST0474,47,79791.15660548615,Professional,M,Single,1,Urban
CUST0475,42,87372.81881756113,Others,F,Married,5,Urban
CUST0476,24,39669.06047488814,Student,F,Married,4,Suburban
CUST0477,34,44234.971589390596,Professional,M,Single,1,Suburban
CUST0478,63,100987.42051883806,Student,M,Single,1,Suburban
CUST0479,47,53913.442894194915,Professional,M,Married,4,Rural
CUST0480,29,64774.841206406076,Professional,F,Single,1,Urban
CUST0481,53,145664.88193621248,Professional,M,Married,4,Suburban
CUST0482,30,45353.812022362086,Self-employed,M,Single,1,Suburban
CUST0483,26,49497.48503048575,Professional,F,Single,1,Suburban
CUST0484,51,128120.36143144942,Professional,Other,Single,1,Urban
CUST0485,19,35302.1664572014,Student,F,Single,1,Suburban
CUST0486,18,58308.831413094274,Student,M,Single,1,Suburban
CUST0487,46,92734.69875052487,Self-employed,M,Married,4,Urban
CUST0488,35,109073.4854821183,Others,F,Single,1,Suburban
CUST0489,36,63213.49747336295,Professional,M,Married,4,Suburban
CUST0490,30,45164.52821488082,Service,F,Single,1,Suburban
CUST0491,32,80366.91278457866,Professional,M,Single,1,Urban
CUST0492,29,78951.70807961198,Professional,M,Single,1,Urban
CUST0493,27,145793.0442414052,Professional,F,Single,1,Urban
CUST0494,30,61838.56102580438,Student,F,Single,1,Suburban
CUST0495,30,80178.58984233996,Professional,F,Single,1,Urban
CUST0496,25,64702.46516802646,Professional,M,Single,1,Suburban
CUST0497,28,45691.99711470622,Professional,M,Single,1,Rural
CUST0498,18,70368.43848647634,Service,F,Single,1,Urban
CUST0499,43,124427.66171413082,Professional,F,Single,1,Rural
CUST0500,39,101214.29580813316,Professional,M,Single,1,Urban
CUST0501,33,55537.632969201084,Self-employed,M,Single,1,Urban
CUST0502,37,68332.49410696124,Professional,M,Single,1,Urban
CUST0503,38,126905.37420008026,Professional,Other,Single,1,Urban
CUST0504,26,60081.68558629693,Self-employed,F,Married,5,Urban
CUST0505,28,114404.56436412023,Service,F,Single,1,Urban
CUST0506,41,72599.8735770681,Service,M,Single,1,Suburban
CUST0507,37,72081.52214243528,Self-employed,Other,Single,1,Rural
CUST0508,59,138647.22971999226,Self-employed,M,Married,2,Suburban
CUST0509,54,198733.15794899507,Others,F,Married,2,Urban
CUST0510,46,74602.35959773156,Professional,F,Married,1,Suburban
CUST0511,25,57837.666830204726,Student,M,Single,1,Suburban
CUST0512,28,52581.35408252545,Professional,M,Single,1,Rural
CUST0513,22,47085.11740179036,Student,M,Single,1,Rural
CUST0514,38,58950.930954481315,Self-employed,M,Married,2,Rural
CUST0515,18,51328.235765201796,Student,F,Single,1,Suburban
CUST0516,29,101317.97137069897,Professional,F,Single,1,Suburban
CUST0517,31,89331.9433043647,Student,F,Single,1,Urban
CUST0518,18,85436.30408004104,Self-employed,F,Single,1,Rural
CUST0519,44,108212.56049873332,Professional,F,Married,2,Urban
CUST0520,21,107457.52690458542,Professional,M,Single,1,Urban
CUST0521,38,57232.368976158876,Self-employed,M,Single,1,Urban
CUST0522,68,96749.78529133585,Retired,Other,Married,5,Suburban
CUST0523,18,36386.20305336303,Student,M,Single,1,Suburban
CUST0524,33,42269.47514417754,Professional,F,Single,1,Suburban
CUST0525,30,74614.17683480888,Service,M,Single,1,Rural
CUST0526,27,65715.42767622878,Others,F,Single,1,Rural
CUST0527,44,81853.97674990376,Self-employed,F,Single,1,Urban
CUST0528,48,107703.51049817629,Professional,M,Single,1,Urban
CUST0529,44,149084.926581825,Professional,M,Single,1,Suburban
CUST0530,26,68809.88207033963,Service,F,Single,1,Rural
CUST0531,64,88375.89668024179,Service,M,Married,4,Urban
CUST0532,18,48163.88484735681,Student,M,Single,1,Suburban
CUST0533,22,95220.1132986416,Student,F,Single,1,Urban
CUST0534,37,59590.72757350679,Self-employed,M,Single,1,Rural
CUST0535,36,67497.39835634766,Professional,F,Single,1,Suburban
CUST0536,40,101816.83059192452,Professional,F,Single,1,Urban
CUST0537,53,89767.80756405379,Professional,M,Married,4,Urban
CUST0538,33,74136.63878003335,Professional,F,Married,5,Rural
CUST0539,36,54543.20379239748,Service,F,Single,1,Suburban
CUST0540,27,79719.66133296191,Others,M,Single,1,Urban
CUST0541,42,197989.797020248,Self-employed,M,Married,2,Suburban
CUST0542,31,45399.615235166595,Professional,M,Single,1,Suburban
CUST0543,31,47994.858239116584,Professional,M,Married,5,Suburban
CUST0544,41,109385.67818623933,Professional,M,Married,1,Suburban
CUST0545,47,91363.59544073475,Professional,M,Single,1,Urban
CUST0546,18,112680.84768310898,Student,M,Single,1,Rural
CUST0547,39,58313.574689747955,Professional,F,Single,1,Urban
CUST0548,31,104717.63062292627,Professional,F,Single,1,Urban
CUST0549,46,94433.2039943061,Professional,F,Married,4,Urban
CUST0550,31,50501.81331474725,Professional,F,Single,1,Suburban
CUST0551,50,66536.55956952594,Professional,F,Single,1,Suburban
CUST0552,26,69155.99540533673,Professional,F,Single,1,Suburban
CUST0553,18,45718.17643598503,Others,F,Single,1,Rural
CUST0554,47,133023.7699371911,Professional,M,Married,3,Urban
CUST0555,24,91393.37753210551,Student,F,Married,1,Rural
CUST0556,18,52250.28812132348,Service,M,Single,1,Urban
CUST0557,35,70119.04236522828,Others,M,Single,1,Suburban
CUST0558,32,108194.98617145365,Professional,F,Single,1,Urban
CUST0559,44,78726.87200787761,Service,M,Married,1,Suburban
CUST0560,45,186837.3537132182,Professional,M,Single,1,Suburban
CUST0561,36,93791.1708770489,Professional,F,Single,1,Suburban
CUST0562,24,49345.84259167906,Student,F,Single,1,Urban
CUST0563,38,51948.195477673915,Self-employed,F,Single,1,Suburban
CUST0564,36,117734.63710824668,Self-employed,F,Married,5,Urban
CUST0565,41,66282.6638616104,Professional,M,Single,1,Suburban
CUST0566,24,71355.50720844849,Student,M,Single,1,Urban
CUST0567,30,71912.37846931997,Self-employed,F,Single,1,Rural
CUST0568,41,48081.71829366602,Professional,M,Single,1,Suburban
CUST0569,49,51203.72478481049,Self-employed,F,Married,2,Suburban
CUST0570,46,138191.38287725026,Self-employed,M,Single,1,Suburban
CUST0571,35,65812.17798628191,Self-employed,M,Single,1,Urban
CUST0572,29,61046.44885235399,Service,F,Single,1,Rural
CUST0573,39,186572.47413028328,Service,F,Single,1,Suburban
CUST0574,21,98251.68503539116,Student,F,Single,1,Urban
CUST0575,25,133425.54474960882,Service,F,Single,1,Urban
CUST0576,53,148572.07668272263,Self-employed,M,Married,4,Urban
CUST0577,39,108795.77824874231,Professional,M,Single,1,Urban
CUST0578,30,136904.9498133935,Student,M,Single,1,Suburban
CUST0579,44,60364.52229456786,Professional,M,Married,3,Urban
CUST0580,50,60864.557003494185,Professional,M,Married,1,Urban
CUST0581,29,43057.17076779314,Professional,F,Single,1,Urban
CUST0582,29,39696.6828039832,Service,M,Single,1,Urban
CUST0583,28,73576.43588476226,Professional,F,Single,1,Urban
CUST0584,46,48571.83752715318,Professional,F,Single,1,Rural
CUST0585,46,54241.04298460773,Others,M,Single,1,Rural
CUST0586,51,78381.50162512406,Professional,M,Single,1,Suburban
CUST0587,47,40666.71613801089,Professional,M,Married,3,Rural
CUST0588,18,61375.2309260464,Student,F,Single,1,Urban
CUST0589,38,77280.64109847341,Professional,M,Single,1,Suburban
CUST0590,22,153564.3890977905,Student,M,Single,1,Urban
CUST0591,28,76601.94382841696,Student,F,Single,1,Urban
CUST0592,37,80000.97752850836,Professional,M,Single,1,Urban
CUST0593,45,156250.3170241676,Self-employed,F,Married,2,Urban
CUST0594,24,61239.38924091287,Student,F,Single,1,Suburban
CUST0595,18,68547.25099826293,Student,F,Single,1,Urban
CUST0596,37,114940.38863468054,Self-employed,M,Single,1,Suburban
CUST0597,66,69823.79339457933,Service,F,Married,2,Urban
CUST0598,32,110219.28255823802,Student,F,Single,1,Urban
CUST0599,35,46288.12016692238,Professional,M,Single,1,Rural
CUST0600,56,117684.61183677928,Self-employed,M,Married,3,Urban
CUST0601,42,105504.25575023056,Professional,M,Married,4,Urban
CUST0602,37,65061.588733583005,Professional,F,Single,1,Urban
CUST0603,40,72694.03443604021,Self-employed,F,Single,1,Suburban
CUST0604,38,154986.63678831872,Service,F,Married,2,Suburban
CUST0605,21,62567.663331046766,Service,F,Single,1,Urban
CUST0606,18,79212.96601683207,Student,M,Single,1,Rural
CUST0607,57,91521.21663896345,Service,M,Married,3,Suburban
CUST0608,37,58896.332249418585,Professional,F,Single,1,Rural
CUST0609,36,59762.60896245738,Self-employed,F,Single,1,Rural
CUST0610,33,86450.30163494225,Professional,M,Married,1,Urban
CUST0611,44,146483.93818894564,Professional,F,Single,1,Suburban
CUST0612,65,59692.38117093766,Retired,F,Married,3,Urban
CUST0613,41,153018.20919798454,Self-employed,F,Single,1,Urban
CUST0614,27,90604.05574754442,Professional,F,Single,1,Rural
CUST0615,33,66775.38015651364,Service,F,Single,1,Suburban
CUST0616,47,95001.13444539675,Professional,M,Single,1,Urban
CUST0617,28,90766.02003594089,Professional,F,Married,3,Urban
CUST0618,45,54552.37756766265,Professional,M,Single,1,Suburban
CUST0619,18,59469.73822550942,Service,F,Single,1,Urban
CUST0620,32,72878.88805745033,Self-employed,M,Married,5,Urban
CUST0621,42,45827.473958041664,Professional,F,Single,1,Urban
CUST0622,50,120805.27906769754,Self-employed,F,Single,1,Urban
CUST0623,25,53502.0663235375,Professional,M,Single,1,Suburban
CUST0624,18,50794.26857901619,Self-employed,M,Single,1,Urban
CUST0625,31,69703.72746475173,Professional,Other,Single,1,Suburban
CUST0626,21,78720.47216569,Student,Other,Single,1,Urban
CUST0627,33,85648.87726269507,Others,M,Single,1,Suburban
CUST0628,34,75580.63861625166,Professional,Other,Single,1,Rural
CUST0629,19,73429.55067694213,Student,F,Single,1,Suburban
CUST0630,44,61330.74048585215,Self-employed,F,Single,1,Suburban
CUST0631,33,78335.20265785832,Others,M,Single,1,Rural
CUST0632,47,104161.26219093897,Professional,F,Married,2,Urban
CUST0633,18,50467.12975321451,Student,F,Single,1,Rural
CUST0634,22,66751.54487450371,Student,F,Single,1,Suburban
CUST0635,41,100064.96388330376,Professional,F,Married,4,Urban
CUST0636,25,65745.8194720026,Professional,F,Single,1,Urban
CUST0637,33,46885.9425530095,Self-employed,F,Single,1,Rural
CUST0638,35,134336.58470481558,Others,M,Married,4,Suburban
CUST0639,36,123699.33680836012,Professional,M,Single,1,Urban
CUST0640,26,68545.74229467128,Professional,M,Single,1,Urban
CUST0641,36,145515.73580092957,Professional,M,Single,1,Suburban
CUST0642,25,88094.1012152297,Professional,F,Single,1,Urban
CUST0643,43,73752.32828960005,Service,F,Single,1,Suburban
CUST0644,33,56128.49503559798,Professional,F,Single,1,Rural
CUST0645,36,50572.605713046,Professional,M,Married,5,Suburban
CUST0646,65,89275.83532364324,Retired,F,Single,1,Urban
CUST0647,21,46944.661593850156,Student,M,Single,1,Rural
CUST0648,51,63111.75580982264,Self-employed,M,Married,4,Suburban
CUST0649,18,72874.57612408999,Student,M,Single,1,Suburban
CUST0650,18,39279.41912016242,Service,F,Single,1,Suburban
CUST0651,20,37490.083119197574,Others,M,Single,1,Suburban
CUST0652,20,67400.88073232617,Professional,F,Single,1,Rural
CUST0653,37,97285.59900726346,Others,M,Married,3,Urban
CUST0654,38,90919.3225856221,Professional,F,Married,5,Urban
CUST0655,31,42026.98982563244,Professional,F,Single,1,Suburban
CUST0656,33,55839.44930878596,Self-employed,F,Single,1,Rural
CUST0657,41,62432.85495112546,Self-employed,F,Married,1,Urban
CUST0658,44,47764.05380502751,Professional,F,Married,2,Urban
CUST0659,19,64864.30759988983,Student,F,Single,1,Urban
CUST0660,30,77996.77962277862,Professional,F,Single,1,Suburban
CUST0661,34,68665.71866377651,Professional,M,Single,1,Urban
CUST0662,40,46009.39133224355,Professional,M,Single,1,Suburban
CUST0663,25,156062.5976602541,Service,M,Single,1,Urban
CUST0664,33,53998.37252808442,Professional,F,Married,2,Rural
CUST0665,35,111811.1927670495,Professional,F,Single,1,Urban
CUST0666,26,124409.93526113789,Professional,F,Single,1,Urban
CUST0667,26,58512.381670256524,Professional,F,Single,1,Suburban
CUST0668,36,89420.10479429974,Service,M,Single,1,Rural
CUST0669,33,45786.64662345419,Professional,F,Married,2,Suburban
CUST0670,41,68137.88931327371,Professional,Other,Married,3,Rural
CUST0671,22,79398.74891034245,Service,M,Single,1,Suburban
CUST0672,30,71743.77207160174,Professional,F,Single,1,Urban
CUST0673,32,97910.63287682111,Student,M,Married,1,Suburban
CUST0674,44,66945.62027322379,Self-employed,F,Married,5,Urban
CUST0675,23,99716.95675455361,Service,M,Married,5,Urban
CUST0676,37,53250.82402354606,Professional,F,Single,1,Urban
CUST0677,38,91540.15262184067,Professional,F,Married,2,Urban
CUST0678,54,70008.94002123065,Professional,M,Married,1,Rural
CUST0679,22,37701.651698376714,Student,M,Single,1,Urban
CUST0680,27,92612.3780164425,Professional,F,Single,1,Suburban
CUST0681,23,50330.49561765021,Student,Other,Married,1,Urban
CUST0682,18,43279.43022653448,Student,F,Single,1,Urban
CUST0683,56,148403.03250377686,Others,F,Married,1,Suburban
CUST0684,20,91226.27651526098,Self-employed,M,Single,1,Suburban
CUST0685,25,45923.06566747781,Professional,F,Single,1,Rural
CUST0686,50,54929.44309054819,Service,F,Married,4,Urban
CUST0687,18,52805.72107623136,Student,F,Single,1,Suburban
CUST0688,44,53324.73505365488,Professional,M,Single,1,Rural
CUST0689,18,117013.57910857047,Student,F,Single,1,Suburban
CUST0690,49,47507.11027206964,Service,F,Single,1,Suburban
CUST0691,18,134875.3607278591,Service,F,Single,1,Rural
CUST0692,18,74235.63784831265,Student,F,Single,1,Suburban
CUST0693,28,88810.80689532662,Others,F,Single,1,Rural
CUST0694,46,85824.41995653098,Professional,F,Single,1,Suburban
CUST0695,34,43111.92793301293,Service,M,Single,1,Rural
CUST0696,30,99554.88344298126,Others,F,Single,1,Urban
CUST0697,51,86740.03117722094,Professional,M,Married,4,Urban
CUST0698,60,64004.660021851414,Service,M,Married,2,Suburban
CUST0699,43,126342.10483518436,Professional,M,Single,1,Urban
CUST0700,27,105422.93621370956,Professional,F,Single,1,Urban
CUST0701,29,111739.29630668674,Professional,M,Single,1,Urban
CUST0702,19,94334.80370524563,Student,M,Single,1,Urban
CUST0703,36,61149.1482576074,Others,F,Single,1,Rural
CUST0704,18,79311.23462772593,Professional,M,Single,1,Suburban
CUST0705,41,122976.18974253019,Professional,M,Single,1,Urban
CUST0706,59,134819.07902987552,Service,F,Married,1,Urban
CUST0707,43,40341.64682191973,Others,F,Single,1,Rural
CUST0708,29,68626.63734636744,Student,M,Married,1,Suburban
CUST0709,41,59886.07640007497,Others,F,Married,5,Rural
CUST0710,54,160793.70762699627,Professional,F,Married,5,Urban
CUST0711,53,84811.71460274463,Service,M,Married,2,Urban
CUST0712,22,79764.69485370582,Student,F,Single,1,Urban
CUST0713,41,85353.89784698586,Professional,Other,Married,1,Rural
CUST0714,33,127941.35963046314,Professional,M,Married,2,Suburban
CUST0715,44,173392.22560763024,Self-employed,M,Married,5,Suburban
CUST0716,39,78756.83978031592,Professional,F,Single,1,Urban
CUST0717,18,70028.03954517645,Student,F,Single,1,Suburban
CUST0718,30,127978.20981785956,Self-employed,M,Single,1,Suburban
CUST0719,37,50500.11320488858,Service,F,Single,1,Suburban
CUST0720,18,43435.21542990641,Student,F,Single,1,Suburban
CUST0721,41,61263.66195902335,Professional,F,Married,5,Urban
CUST0722,18,87507.02855644378,Student,F,Single,1,Urban
CUST0723,25,70019.66262862978,Student,M,Single,1,Urban
CUST0724,51,66733.22563637863,Service,F,Married,4,Urban
CUST0725,24,113974.05264315309,Service,F,Single,1,Urban
CUST0726,41,46702.44162311456,Self-employed,M,Single,1,Urban
CUST0727,18,48586.846651538646,Student,F,Single,1,Urban
CUST0728,59,85554.5524325075,Service,F,Married,2,Suburban
CUST0729,31,154235.20229988563,Professional,M,Single,1,Urban
CUST0730,36,58474.62184999103,Service,F,Single,1,Suburban
CUST0731,37,95383.847524092,Self-employed,M,Single,1,Urban
CUST0732,42,74723.32574642812,Service,M,Single,1,Suburban
CUST0733,18,41137.74966938836,Student,M,Single,1,Urban
CUST0734,34,92066.7092748986,Professional,M,Single,1,Suburban
CUST0735,27,61688.349590476624,Others,F,Single,1,Urban
CUST0736,18,51473.82084191247,Student,M,Single,1,Suburban
CUST0737,46,51206.816044800056,Self-employed,F,Married,2,Suburban
CUST0738,30,73719.5916211653,Professional,M,Single,1,Suburban
CUST0739,37,143867.14305313985,Self-employed,F,Single,1,Urban
CUST0740,37,59952.63233481292,Self-employed,F,Single,1,Suburban
CUST0741,30,47503.17417727453,Professional,F,Single,1,Urban
CUST0742,58,51615.50620939349,Professional,M,Married,1,Suburban
CUST0743,34,41554.138553965044,Self-employed,M,Married,1,Rural
CUST0744,18,60135.40407952886,Service,M,Single,1,Suburban
CUST0745,30,74026.46627528641,Professional,F,Single,1,Urban
CUST0746,40,92105.31117605187,Professional,F,Single,1,Urban
CUST0747,41,76207.30384143078,Self-employed,F,Single,1,Rural
CUST0748,21,70543.19584675047,Student,F,Single,1,Urban
CUST0749,46,154354.97233617585,Professional,M,Married,4,Suburban
CUST0750,18,107044.22293774622,Student,F,Single,1,Rural
CUST0751,48,137801.808203704,Professional,F,Married,3,Suburban
CUST0752,19,97985.65215854488,Student,F,Single,1,Urban
CUST0753,32,95692.58758257791,Professional,F,Single,1,Urban
CUST0754,47,48831.536963498,Professional,M,Married,3,Suburban
CUST0755,36,69209.54963153043,Professional,M,Single,1,Suburban
CUST0756,44,90642.18035294497,Professional,F,Single,1,Urban
CUST0757,42,57271.054985760515,Professional,F,Single,1,Urban
CUST0758,50,173003.9445456946,Professional,M,Single,1,Urban
CUST0759,47,72727.63494188391,Service,F,Married,3,Urban
CUST0760,29,40805.543542888736,Professional,M,Single,1,Suburban
CUST0761,42,68214.13378567269,Professional,F,Married,2,Suburban
CUST0762,18,75410.55225682515,Student,Other,Single,1,Urban
CUST0763,34,53391.455895731495,Student,F,Single,1,Suburban
CUST0764,44,76372.83675748717,Self-employed,F,Married,2,Rural
CUST0765,36,43715.15950325229,Self-employed,M,Married,5,Urban
CUST0766,40,65693.69255086033,Service,M,Single,1,Suburban
CUST0767,32,73236.811201271,Professional,F,Single,1,Rural
CUST0768,48,80656.87101064256,Others,M,Married,2,Urban
CUST0769,34,103953.76498504987,Student,M,Single,1,Urban
CUST0770,29,49137.83016846201,Professional,F,Single,1,Rural
CUST0771,45,94604.07024087357,Professional,M,Single,1,Urban
CUST0772,18,80253.02379820637,Student,F,Single,1,Urban
CUST0773,41,60184.62776791598,Professional,F,Single,1,Urban
CUST0774,22,47467.62574595686,Professional,F,Single,1,Urban
CUST0775,50,173693.77853665937,Professional,F,Single,1,Suburban
CUST0776,31,63920.236028911524,Others,F,Single,1,Suburban
CUST0777,36,89376.82254203978,Service,F,Single,1,Suburban
CUST0778,39,93512.1872934372,Professional,F,Married,2,Urban
CUST0779,18,38673.30001206896,Student,M,Single,1,Urban
CUST0780,27,75565.12443084926,Professional,F,Single,1,Suburban
CUST0781,47,88297.24787730376,Professional,F,Single,1,Urban
CUST0782,45,167279.042434726,Professional,M,Married,2,Suburban
CUST0783,38,81819.38481180993,Professional,M,Single,1,Urban
CUST0784,18,87298.27575627938,Student,F,Single,1,Suburban
CUST0785,42,111647.32710109786,Professional,M,Married,4,Urban
CUST0786,43,71962.94406347074,Others,F,Married,2,Urban
CUST0787,35,182828.64045089597,Self-employed,Other,Single,1,Urban
CUST0788,49,63119.994110559295,Others,M,Single,1,Urban
CUST0789,26,39717.3455133519,Professional,F,Single,1,Suburban
CUST0790,28,58008.92265583153,Professional,M,Single,1,Suburban
CUST0791,18,35309.77928944573,Student,F,Single,1,Rural
CUST0792,46,62942.107453003955,Professional,M,Single,1,Suburban
CUST0793,38,76936.8124571697,Student,F,Married,1,Rural
CUST0794,18,70274.25490126811,Professional,M,Single,1,Urban
CUST0795,18,54534.27485350523,Professional,M,Single,1,Urban
CUST0796,24,51428.16771752552,Student,M,Married,1,Suburban
CUST0797,44,66597.86679434705,Professional,M,Married,5,Suburban
CUST0798,31,90382.14219644068,Professional,F,Single,1,Urban
CUST0799,25,46268.373591543896,Student,M,Single,1,Rural
CUST0800,22,50487.956047241,Student,F,Single,1,Suburban
CUST0801,22,75689.24902681596,Student,F,Single,1,Rural
CUST0802,18,65971.85196865528,Student,F,Single,1,Rural
CUST0803,20,36991.07417591048,Others,F,Single,1,Urban
CUST0804,22,102603.36319100684,Student,F,Single,1,Urban
CUST0805,43,66684.13875573328,Self-employed,M,Single,1,Suburban
CUST0806,33,48286.45068469554,Professional,M,Single,1,Urban
CUST0807,25,41978.42812596834,Professional,F,Single,1,Suburban
CUST0808,62,145459.24259412335,Self-employed,F,Single,1,Suburban
CUST0809,27,36142.99356307957,Professional,Other,Single,1,Urban
CUST0810,49,100162.81655984986,Professional,M,Single,1,Suburban
CUST0811,54,124930.06392309332,Service,M,Single,1,Suburban
CUST0812,18,54256.039803401036,Professional,M,Single,1,Urban
CUST0813,35,145945.92153096126,Professional,F,Married,4,Urban
CUST0814,28,48437.75923738456,Professional,F,Single,1,Urban
CUST0815,27,86712.40911190376,Others,M,Married,1,Suburban
CUST0816,41,82537.85220551197,Professional,F,Single,1,Urban
CUST0817,27,144329.73507401848,Professional,F,Single,1,Suburban
CUST0818,29,63213.55648557561,Professional,F,Single,1,Urban
CUST0819,32,86806.63335691765,Service,M,Single,1,Urban
CUST0820,30,74582.28190643933,Others,F,Married,4,Urban
CUST0821,20,38202.0600814332,Student,F,Single,1,Suburban
CUST0822,44,76215.15918623775,Service,F,Single,1,Urban
CUST0823,47,65750.27577183543,Service,F,Married,4,Urban
CUST0824,39,81141.85837127855,Professional,M,Married,5,Urban
CUST0825,30,85922.09271977056,Professional,M,Single,1,Urban
CUST0826,26,120840.4823605792,Professional,F,Married,4,Urban
CUST0827,26,34837.44812964904,Others,M,Single,1,Rural
CUST0828,63,93669.49340537736,Self-employed,F,Married,2,Urban
CUST0829,46,51662.92563683049,Service,F,Single,1,Suburban
CUST0830,24,84690.0602608371,Student,F,Single,1,Suburban
CUST0831,36,190323.92987047523,Service,M,Married,4,Urban
CUST0832,30,62466.15954517558,Professional,M,Single,1,Suburban
CUST0833,42,58777.14332570019,Self-employed,F,Married,5,Suburban
CUST0834,41,65413.31840205576,Service,M,Married,5,Urban
CUST0835,48,52702.71869469051,Service,F,Married,5,Rural
CUST0836,24,32938.84065155651,Service,F,Single,1,Suburban
CUST0837,36,83993.70722690513,Professional,M,Married,1,Suburban
CUST0838,18,62167.2270835401,Professional,F,Single,1,Urban
CUST0839,19,47728.27750222985,Student,M,Single,1,Suburban
CUST0840,45,54426.96595194781,Professional,M,Single,1,Rural
CUST0841,23,94785.89886735918,Student,Other,Single,1,Urban
CUST0842,24,113720.4546261107,Student,Other,Single,1,Suburban
CUST0843,34,78239.97618993741,Professional,F,Single,1,Urban
CUST0844,43,42124.98529064055,Others,F,Married,2,Suburban
CUST0845,22,61236.90401195362,Student,F,Single,1,Urban
CUST0846,18,72713.9714483955,Professional,M,Single,1,Suburban
CUST0847,24,59813.20049740096,Student,M,Single,1,Urban
CUST0848,49,78179.40508611311,Professional,F,Single,1,Urban
CUST0849,39,59164.51733393579,Professional,M,Single,1,Rural
CUST0850,50,76014.79951720012,Others,F,Single,1,Suburban
CUST0851,21,96998.99534011469,Service,F,Single,1,Urban
CUST0852,18,68527.47075457925,Service,F,Single,1,Urban
CUST0853,40,62774.46606659666,Others,F,Married,1,Urban
CUST0854,37,67663.87905421597,Professional,M,Married,3,Urban
CUST0855,38,135311.40238661965,Professional,M,Single,1,Urban
CUST0856,46,55198.069277417475,Self-employed,F,Married,2,Suburban
CUST0857,40,59882.52172400377,Professional,F,Single,1,Urban
CUST0858,39,71862.42737294458,Professional,F,Single,1,Suburban
CUST0859,43,63037.72143002281,Professional,F,Single,1,Suburban
CUST0860,41,135594.33199674802,Self-employed,M,Single,1,Urban
CUST0861,45,122408.89109910844,Self-employed,F,Married,4,Urban
CUST0862,47,76186.7292060718,Professional,F,Single,1,Urban
CUST0863,53,209820.31935088077,Professional,M,Married,5,Urban
CUST0864,27,77533.46737745903,Professional,M,Single,1,Suburban
CUST0865,40,147650.344279299,Self-employed,F,Single,1,Urban
CUST0866,30,128507.53834425377,Professional,F,Single,1,Suburban
CUST0867,24,80028.32270113431,Self-employed,M,Single,1,Urban
CUST0868,26,45203.234765299065,Student,F,Single,1,Suburban
CUST0869,40,80008.59737757388,Professional,M,Single,1,Urban
CUST0870,40,59201.84489858924,Service,M,Single,1,Urban
CUST0871,39,96571.82977976296,Self-employed,F,Single,1,Urban
CUST0872,32,84327.42142564846,Professional,F,Married,3,Urban
CUST0873,35,81814.98922193756,Self-employed,F,Single,1,Suburban
CUST0874,44,112283.09741031677,Self-employed,M,Single,1,Suburban
CUST0875,18,72013.0693538377,Service,M,Single,1,Urban
CUST0876,35,72036.73248424762,Service,M,Single,1,Urban
CUST0877,36,48551.727874647644,Self-employed,M,Single,1,Urban
CUST0878,44,63272.77811656419,Professional,M,Single,1,Urban
CUST0879,18,43492.20505666567,Student,M,Single,1,Suburban
CUST0880,52,123198.83877282622,Professional,M,Single,1,Urban
CUST0881,37,71463.90238803104,Professional,M,Single,1,Urban
CUST0882,38,84175.5003716901,Self-employed,F,Single,1,Urban
CUST0883,30,59118.089177636415,Professional,M,Married,2,Urban
CUST0884,41,125614.55839993361,Professional,M,Married,1,Urban
CUST0885,35,95930.54811414318,Student,F,Single,1,Suburban
CUST0886,49,87681.74120338954,Professional,M,Married,5,Urban
CUST0887,18,61987.84084789627,Student,F,Single,1,Urban
CUST0888,37,55741.53576715953,Service,M,Single,1,Suburban
CUST0889,39,61098.708589615955,Professional,M,Single,1,Suburban
CUST0890,32,42991.36591716066,Self-employed,M,Single,1,Rural
CUST0891,30,92431.172164358,Others,M,Single,1,Suburban
CUST0892,30,96219.32035966798,Professional,F,Married,1,Urban
